index,file_name,program_name,start_time,end_time,speaker,transcription,start_time_ms,end_time_ms
6738,8443.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:41:27.900000,00:41:39.520000,فيصل الرقيبة,نعم. الآن ثقافة اللاعبين، الحمد لله، في ارتفاع عالي جدَّا، عمل كبير جدَّا، وأيضًا وكلاء اللاعبين أنفسهم، التنافس هذا. مساعدة لاعبينهم، أشوفها حاجة مبهرة بعدما تعمّقت.,3387000,3019000
6739,8444.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:41:39.520000,00:41:52.080000,عبيدالله العيسي,تكلمنا عنها مع «وليد الرشيد» وكيل أعمال اللاعبين، وقلنا المفروض أن الوكلاء يشتغلون كذا مع لاعبيهم في هذا الجانب. فودّنا إذا عندك نماذج على الأشياء اللي مثل هذه تطلعنا عليها.,3019000,2592000
6740,8446.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:41:57.520000,00:41:59.540000,بندر المشرافي,قل، عادي.,3037000,3059000
6742,8448.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:42:58.780000,00:43:06.000,بندر المشرافي,صح. أصلًا يتفرق معك بعد فترة من العمل، وأنك تلتزم، بيفرق هذا الشيء معك.,3358000,2586000
6743,8449.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:43:06.000,00:43:31.780000,فيصل الرقيبة,هذا أغلب اللعيبة الصغار ينصدم، ليش ما فرق معي؟ أشوف اللاعب الفلاني فرق وأنا لا. هذا فرق أصابع يدك مو سواء. فهذا اللي حز بخاطري أن الاستعجال بالنتائج بشكل غريب لدى اللعيبة الصغار. واللي منبهر منه لعيبة درجة ثانية يتواصلون معاي، لو أكلم كذا، لو أكلم كذا، لو ينفعني. خصوصًا فيه فكرة تطوّرت عند اللاعبين الأخصائي الذهني. أحضّرك ذهنيًّا للملعب.,2586000,3391000
6744,8450.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:43:31.780000,00:43:34.140000,عبيدالله العيسي,للمجموعة، ولّا لكل لاعب على حدة؟,3391000,2754000
6745,8451.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:43:34.140000,00:43:41.820000,فيصل الرقيبة,ما هي موجودة عندنا إلا في مكان واحد: الكابتن «مصعب الغراب» في صقور الابتعاث، كان موجود هناك.,2754000,3441000
6746,8452.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:43:41.820000,00:43:43.520000,بندر المشرافي,ويدرّب كل اللاعبين؟,3441000,3143000
6748,8456.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:44:48.880000,00:44:50.020000,بندر المشرافي,مثلًا.,3568000,2710000
6749,8457.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:44:50.020000,00:45:10.240000,فيصل الرقيبة,نعم. اكتب، وناقش مدربك عليها، اشطب عليها، نجحت فيها اشطب. فهذه تفرق للاعبين كثير. بعض اللاعبين يستهتر، أيش هذا، ما يحتاج، آخذ جلسة أو جلستين في الأسبوع! ما أحتاج. واكتشفت أن فيه مدربين في دورينا يأخذونها، مثل «مانويل سيرجيو» مع جيسوس، سألته وقال أنا آخذ جلستين في الأسبوع، أني كيف أناقش اللاعبين فيها.,2710000,2950000
6750,8458.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:45:10.240000,00:45:10.680000,بندر المشرافي,من هو؟,2950000,3390000
6751,8459.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:45:10.680000,00:45:14.140000,فيصل الرقيبة,«مانويل سيرجيو» البرتغالي، بروفيسور علم نفس برتغالي.,3390000,2854000
6752,8462.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:45:34.000,00:45:38.480000,بندر المشرافي,أيش يفرق الذهنية اللي قاعد تتكلم عنها بالنفسية؟,2734000,3218000
6753,8463.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:45:38.480000,00:45:40.120000,فيصل الرقيبة,الذهنية تحضير للملعب.,3218000,2860000
6754,8464.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:45:40.120000,00:45:42.740000,بندر المشرافي,يعني ما هي متداخلة ببعض؟,2860000,3482000
6755,8465.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:45:42.740000,00:45:57.440000,فيصل الرقيبة,لا، كتحضير للملعب أنا ناقشت أيش يفرق، بعد الإصابات. أكثر حاجة مرعبة للاعبين كيف أحضّر نفسيًّا وذهنيًّا للاعبين بعد الإصابة. أنا أخاف الإصابة، أخاف أتدخّل ومثل كذا، يحضّرك بشكل كامل.,3482000,3197000
6757,8469.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:47:49.660000,00:47:57.440000,فيصل الرقيبة,للأمانة ما تابعت بشكل كبير، لكن أعتقد أن المدراء اللي يعملون في الأندية هناك يبحثون عن هذا الشيء، فأعتقد، أتوقّع.,3529000,3317000
6758,8470.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:47:57.440000,00:48:00.140000,بندر المشرافي,يعرفون، يدلّون دربهم، ما ينخاف عليهم.,3317000,3020000
6760,8472.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:49:44.640000,00:49:45.140000,بندر المشرافي,خمسة وخمسين يعني؟,3624000,3125000
6761,8474.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:50:08.000,00:50:08.460000,بندر المشرافي,وزيادة الدوري أيضًا.,3008000,3468000
6763,8476.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:50:53.940000,00:50:54.620000,فيصل الرقيبة,صحيح.,3993000,3674000
6764,8478.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:51:25.990000,00:51:26.490000,بندر المشرافي,صحيح.,4075000,3576000
6767,8482.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:54:15.560000,00:54:39.720000,فيصل الرقيبة,هي تفرق على المعسكر، طرق الجهاز الطبي، مدرب اللياقة بالاستشفاء. الجهاز الطبي يشمل استشفاء، طرق اللعب، أيضًا تعامل المدرب. أنا كنت أناقش أحد المدربين، يقول فيصل أنت ليش مدربين لياقة؟ ترى فيه مدربين احنا نعرض عليه طرق التدريبات اللياقية، هو يختار. لا، أبي إجازات مثل كذا. يقول أنت جالس تلومنا بشكل كبير، المدرب اللياقي كذا والمدرب اللياقي كذا.,3815000,3999000
6768,8484.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:54:40.600000,00:54:40.710000,فيصل الرقيبة,نعم.,3880000,3990000
6769,8486.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:54:50.940000,00:55:12.420000,فيصل الرقيبة,الاختيار الأخير عندنا للمدرب، فلا تلوموا مدرب اللياقة، كان يوصّل لي رسالة، أن لا تلوموا مدرب اللياقة. احنا نعرض فقط طرق التدريب والأفكار اللي عندنا. فهذه نقطة بالرغم من السلبيات. لكن يفرق في نادي الهلال، أنا حاولت أبحث لكن ما قدرت أحصّل معلومات، العدد هذا الموسم، عدد الجهاز الطبي.,4230000,3732000
6770,8487.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:12.420000,00:55:12.920000,بندر المشرافي,كثير؟,3732000,4232000
6771,8488.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:12.920000,00:55:13.520000,فيصل الرقيبة,تسعة.,4232000,3833000
6772,8489.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:13.520000,00:55:14.020000,بندر المشرافي,السابق كم؟,3833000,3334000
6773,8490.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:14.020000,00:55:15.880000,عبيدالله العيسي,بالعادة كم يعني؟,3334000,4195000
6774,8491.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:15.880000,00:55:21.980000,فيصل الرقيبة,بالعادة بالأندية «ثامر الشهراني» كان يقول ثلاثة، إلى خمسة، إلى اثنين في بعض الأندية.,4195000,4301000
6775,8492.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:21.980000,00:55:23.040000,عبيدالله العيسي,تمام، يعني الضعف تقريبًا.,4301000,3363000
6776,8493.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:23.040000,00:55:38.800000,فيصل الرقيبة,في نادي الهلال تسعة ذا الموسم. نادي الهلال مين جاب هذا الموسم؟ دكتور «خيمينيز» هذا الدكتور تجاربه كبيرة جدَّا مع نادي إشبيلية، مع نادي شنقهاي، بالإضافة إلى جلب أخصائي تدليك منتخب الملاكمة.,3363000,4138000
6777,8494.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:38.800000,00:55:39.140000,بندر المشرافي,صح.,4138000,3479000
6778,8496.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:53.580000,00:55:56.360000,عبيدالله العيسي,هم عضلاتهم تنهري هري.,3933000,3716000
6779,8497.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:55:56.360000,00:56:03.140000,فيصل الرقيبة,فحاولت أبحث عن علاقة ما حصلت إلى الحين، لكن واضح أنهم مآخذين نقوة من ضمنهم.,3716000,3503000
6780,8498.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:56:03.140000,00:56:06.740000,عبيدالله العيسي,الإسباني هو اللي مع ميتروفيتش في المقطع اللي تم تصويره في حساب الهلال؟,3503000,4106000
6781,8499.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:56:06.740000,00:56:31.340000,فيصل الرقيبة,نعم، كان مع اللاعبين، وهو... أشياء كثيرة. بالإضافة إلى «دييقو موتوفاني» هذا شخص يشتغل في باريس سان جيرمان، فجاء من باريس سان جيرمان إلى هنا. من ضمن تخصصه، وأنا متعجّب إني شفت هذا الشيء وحاولت أن أبحث بشكل كبير، أن إعداد تدريبات وقائية، بالإضافة إلى أحاول تدريبات لياقية، بحيث أنه ما يفقد لياقته بشكل كبير بالإصابة.,4106000,3731000
